stockid,stockname,year,quarter,rf,SV,sigma_SV,AV,sigma_AV,DP,DD,EDF
600015,华夏银行,2013,2,0.0075,70478872576,0.158638209,1.48E+12,0.007567832,1.42E+12,5.3563443,4.25E-08
600015,华夏银行,2013,3,0.0075,62738886656,0.162130937,1.51E+12,0.006717732,1.46E+12,5.093641981,1.76E-07
600015,华夏银行,2013,4,0.0075,70332088320,0.139656663,1.64E+12,0.005995411,1.58E+12,5.958662803,1.27E-09
600015,华夏银行,2014,1,0.0075,72376328192,0.146111146,1.70E+12,0.006232572,1.64E+12,5.687749231,6.44E-09
600015,华夏银行,2014,2,0.0075,74553761792,0.092839636,1.74E+12,0.003982978,1.68E+12,8.96225751,1.59E-19
600015,华夏银行,2014,3,0.0075,74611326976,0.100102305,1.74E+12,0.004302768,1.67E+12,8.31536809,4.57E-17
600016,民生银行,2000,4,0.005625,30440828928,0.114619769,92155188874,0.03786136,62062481408,8.624725059,3.21E-18
600016,民生银行,2001,1,0.005625,29630177280,0.122166544,1.04E+11,0.034892575,74529611776,8.070057193,3.51E-16
600016,民生银行,2001,2,0.005625,33653471232,0.092912957,1.28E+11,0.02451033,94448787456,10.59333091,1.60E-26
600016,民生银行,2001,3,0.005625,30277615616,0.159036174,1.42E+11,0.033963019,1.12E+11,6.157258579,3.70E-10
600016,民生银行,2001,4,0.005625,32066494464,0.161760494,1.65E+11,0.031476728,1.33E+11,6.037643753,7.82E-10
600016,民生银行,2002,1,0.00495,29640783872,0.196897253,1.65E+11,0.035377035,1.36E+11,4.96372514,3.46E-07
600016,民生银行,2002,2,0.00495,28508030976,0.176278263,2.18E+11,0.023068141,1.90E+11,5.485885755,2.06E-08
600016,民生银行,2002,3,0.00495,32300589056,0.107076012,2.41E+11,0.014333682,2.10E+11,9.03930685,7.88E-20
600016,民生银行,2002,4,0.00495,27920476160,0.096810549,2.67E+11,0.010123162,2.40E+11,9.890520486,2.29E-23
600016,民生银行,2003,1,0.00495,26600271872,0.159410968,2.74E+11,0.015500598,2.48E+11,5.984088661,1.09E-09
600016,民生银行,2003,2,0.00495,36465545216,0.222495481,3.58E+11,0.022662542,3.23E+11,4.297807752,8.62E-06
600016,民生银行,2003,3,0.00495,31759429632,0.127729505,3.82E+11,0.0106259,3.52E+11,7.400896749,6.76E-14
600016,民生银行,2003,4,0.00495,29764796416,0.140854746,2.86E+11,0.014659044,2.58E+11,6.796229376,5.37E-12
600016,民生银行,2004,1,0.00495,40793862144,0.199032471,3.77E+11,0.021555768,3.38E+11,4.819031332,7.21E-07
600016,民生银行,2004,2,0.00495,37951561728,0.169810236,4.03E+11,0.015974315,3.67E+11,5.607508343,1.03E-08
600016,民生银行,2004,3,0.00495,34419458048,0.147126973,4.19E+11,0.012100359,3.86E+11,6.420485156,6.79E-11
600016,民生银行,2004,4,0.005625,30529587200,0.13434653,3.10E+11,0.013213082,2.81E+11,7.058510819,8.41E-13
600016,民生银行,2005,1,0.005625,28939425792,0.192580163,3.27E+11,0.017033056,3.00E+11,4.890762811,5.02E-07
600016,民生银行,2005,2,0.005625,29885292544,0.163129151,3.62E+11,0.013452578,3.34E+11,5.745377565,4.59E-09
600016,民生银行,2005,3,0.005625,33302577152,0.147742748,3.82E+11,0.01288344,3.51E+11,6.368864675,9.52E-11
600016,民生银行,2005,4,0.005625,29216135168,0.116281033,5.63E+11,0.006031677,5.37E+11,7.713160962,6.14E-15
600016,民生银行,2006,1,0.005625,34150191104,0.160780519,4.10E+11,0.013391154,3.78E+11,5.833506102,2.71E-09
600016,民生银行,2006,2,0.005625,42396205056,0.190330863,4.60E+11,0.017541065,4.20E+11,4.962065933,3.49E-07
600016,民生银行,2006,3,0.0063,44876029952,0.167214945,4.30E+11,0.017441715,3.88E+11,5.655778727,7.76E-09
600016,民生银行,2006,4,0.0063,72286756864,0.230537027,7.36E+11,0.022632398,6.68E+11,4.085860294,2.20E-05
600016,民生银行,2007,1,0.006975,1.16692E+11,0.342806458,7.70E+11,0.051961608,6.58E+11,2.800500515,0.002551171
600016,民生银行,2007,2,0.00765,1.36412E+11,0.248356596,9.20E+11,0.0368413,7.89E+11,3.848920308,5.93E-05
600016,民生银行,2007,3,0.009,2.14005E+11,0.224175408,1.08E+12,0.04423775,8.78E+11,4.296755113,8.67E-06
600016,民生银行,2007,4,0.01035,2.29609E+11,0.208784401,1.07E+12,0.044765576,8.50E+11,4.607054868,2.04E-06
600016,民生银行,2008,1,0.01035,1.9314E+11,0.266272932,1.12E+12,0.046112231,9.32E+11,3.568931178,0.00017922
600016,民生银行,2008,2,0.01035,1.39891E+11,0.296875089,1.12E+12,0.037206249,9.87E+11,3.123296138,0.000894189
600016,民生银行,2008,3,0.01035,1.07683E+11,0.304641694,1.08E+12,0.030343691,9.84E+11,2.972908546,0.001474962
600016,民生银行,2008,4,0.008055,80980738048,0.283627629,1.05E+12,0.021869665,9.77E+11,3.184014619,0.000726238
600016,民生银行,2009,1,0.008055,88620015616,0.199903399,1.16E+12,0.015322109,1.08E+12,4.515039005,3.17E-06
600016,民生银行,2009,2,0.008055,1.23312E+11,0.210538447,1.44E+12,0.018044735,1.33E+12,4.33994498,7.13E-06
600016,民生银行,2009,3,0.008055,1.40363E+11,0.203125596,1.44E+12,0.019757318,1.31E+12,4.55353393,2.64E-06
600016,民生银行,2009,4,0.008055,1.58237E+11,0.164549515,1.46E+12,0.017881346,1.31E+12,5.674059059,6.97E-09
600016,民生银行,2010,1,0.008055,1.66E+11,0.123624146,1.51E+12,0.013590697,1.35E+12,7.559376678,2.03E-14
600016,民生银行,2010,2,0.008055,1.51116E+11,0.157638118,1.64E+12,0.01456626,1.50E+12,5.839724379,2.61E-09
600016,民生银行,2010,3,0.008055,1.42652E+11,0.091682106,1.75E+12,0.007469185,1.62E+12,9.912680549,1.83E-23
600016,民生银行,2010,4,0.0065625,1.41641E+11,0.117756553,1.81E+12,0.009227862,1.68E+12,7.834508983,2.35E-15
600016,民生银行,2011,1,0.0075,1.38203E+11,0.083434872,2.03E+12,0.005677975,1.91E+12,10.7497653,2.97E-27
600016,民生银行,2011,2,0.008125,1.57959E+11,0.124025255,2.13E+12,0.009213454,1.98E+12,7.243196861,2.19E-13
600016,民生银行,2011,3,0.00875,1.51419E+11,0.140499666,2.07E+12,0.010278489,1.94E+12,6.324977889,1.27E-10
600016,民生银行,2011,4,0.00875,1.58828E+11,0.114322759,2.17E+12,0.008360138,2.03E+12,7.772812393,3.84E-15
600016,民生银行,2012,1,0.00875,1.7026E+11,0.10472101,2.34E+12,0.007628643,2.19E+12,8.481078361,1.12E-17
600016,民生银行,2012,2,0.008125,1.80944E+11,0.096717626,2.50E+12,0.007003076,2.34E+12,9.258796489,1.03E-20
600016,民生银行,2012,3,0.0075,1.65913E+11,0.096911475,2.68E+12,0.005989475,2.54E+12,9.139472658,3.14E-20
600016,民生银行,2012,4,0.0075,1.8247E+11,0.13106738,3.08E+12,0.007754781,2.92E+12,6.716319857,9.32E-12
600016,民生银行,2013,1,0.0075,2.79406E+11,0.280365258,3.24E+12,0.024170952,2.98E+12,3.281820306,0.000515697
600016,民生银行,2013,2,0.0075,2.81143E+11,0.19227016,3.34E+12,0.016204463,3.08E+12,4.775593765,8.96E-07
600016,民生银行,2013,3,0.0075,2.57094E+11,0.18807748,3.22E+12,0.015032253,2.98E+12,4.856181849,5.98E-07
600016,民生银行,2013,4,0.0075,2.456E+11,0.114146292,3.11E+12,0.009019537,2.88E+12,7.991985438,6.64E-16
600016,民生银行,2014,1,0.0075,2.11993E+11,0.156868592,3.10E+12,0.010723588,2.91E+12,5.720730809,5.30E-09
600016,民生银行,2014,2,0.0075,2.17128E+11,0.097239621,3.37E+12,0.006261169,3.18E+12,9.158930345,2.62E-20
600016,民生银行,2014,3,0.0075,2.14266E+11,0.090826541,3.55E+12,0.005487185,3.36E+12,9.720923458,1.23E-22
600036,招商银行,2002,2,0.00495,54213713920,0.197503835,3.50E+11,0.0306116,2.97E+11,4.926213389,4.19E-07
600036,招商银行,2002,3,0.00495,61083148288,0.108668655,3.77E+11,0.01759232,3.18E+11,8.965879502,1.54E-19
600036,招商银行,2002,4,0.00495,52608442368,0.102680206,4.06E+11,0.01328931,3.56E+11,9.413899567,2.39E-21
600036,招商银行,2003,1,0.00495,53171236864,0.155212834,4.24E+11,0.019469523,3.73E+11,6.219863118,2.49E-10
600036,招商银行,2003,2,0.00495,67571679232,0.187593699,4.84E+11,0.026179393,4.19E+11,5.167572912,1.19E-07
600036,招商银行,2003,3,0.00495,61782355968,0.116627015,4.85E+11,0.014866392,4.25E+11,8.283099704,6.00E-17
600036,招商银行,2003,4,0.00495,56837099520,0.155466929,5.40E+11,0.016361362,4.86E+11,6.160862679,3.62E-10
600036,招商银行,2004,1,0.00495,65723183104,0.156012103,5.55E+11,0.018460672,4.92E+11,6.172763768,3.36E-10
600036,招商银行,2004,2,0.00495,60289679360,0.112529889,4.66E+11,0.014565237,4.08E+11,8.589932489,4.35E-18
600036,招商银行,2004,3,0.00495,62303928320,0.131522283,4.91E+11,0.016693057,4.31E+11,7.343738268,1.04E-13
600036,招商银行,2004,4,0.005625,59825041408,0.107452944,4.58E+11,0.014035582,4.00E+11,8.956999229,1.67E-19
600036,招商银行,2005,1,0.005625,58450452480,0.127741486,4.86E+11,0.015350159,4.30E+11,7.504990407,3.07E-14
600036,招商银行,2005,2,0.005625,60802822144,0.161205262,5.21E+11,0.01881609,4.63E+11,5.938474535,1.44E-09
600036,招商银行,2005,3,0.005625,67573641216,0.128508449,5.56E+11,0.015609757,4.91E+11,7.46411738,4.19E-14
600036,招商银行,2005,4,0.005625,65770909696,0.094446138,7.59E+11,0.008181282,6.97E+11,9.958288659,1.16E-23
600036,招商银行,2006,1,0.005625,80912687104,0.169490248,7.99E+11,0.017173344,7.22E+11,5.604860284,1.04E-08
600036,招商银行,2006,2,0.005625,86921338880,0.187773079,8.61E+11,0.01895637,7.78E+11,5.058047615,2.12E-07
600036,招商银行,2006,3,0.0063,1.02663E+11,0.147347331,9.06E+11,0.016696133,8.08E+11,6.451052634,5.55E-11
600036,招商银行,2006,4,0.0063,1.82895E+11,0.197244495,1.05E+12,0.034460641,8.69E+11,4.918496454,4.36E-07
600036,招商银行,2007,1,0.006975,2.4483E+11,0.292196363,1.16E+12,0.06189174,9.17E+11,3.333026256,0.000429534
600036,招商银行,2007,2,0.00765,3.08755E+11,0.245654106,1.34E+12,0.056690985,1.04E+12,3.966559121,3.65E-05
600036,招商银行,2007,3,0.009,4.84842E+11,0.23678343,1.62E+12,0.070901809,1.14E+12,4.13393947,1.78E-05
600036,招商银行,2007,4,0.01035,5.93625E+11,0.218641937,1.81E+12,0.071555277,1.23E+12,4.47587688,3.80E-06
600036,招商银行,2008,1,0.01035,5.02977E+11,0.292225063,1.77E+12,0.082838454,1.28E+12,3.331942583,0.00043121
600036,招商银行,2008,2,0.01035,4.35663E+11,0.271946371,1.73E+12,0.068637338,1.30E+12,3.563838525,0.000182735
600036,招商银行,2008,3,0.01035,3.1874E+11,0.331795573,1.73E+12,0.06116814,1.43E+12,2.873886921,0.002027271
600036,招商银行,2008,4,0.008055,1.94249E+11,0.371897131,1.65E+12,0.043959196,1.46E+12,2.520640304,0.005857076
600036,招商银行,2009,1,0.008055,2.11097E+11,0.264081538,1.88E+12,0.029601696,1.69E+12,3.544010469,0.000197045
600036,招商银行,2009,2,0.008055,2.63717E+11,0.202283248,2.10E+12,0.02542028,1.85E+12,4.665391383,1.54E-06
600036,招商银行,2009,3,0.008055,3.22481E+11,0.198559627,2.20E+12,0.029101963,1.89E+12,4.799098208,7.97E-07
600036,招商银行,2009,4,0.008055,3.35298E+11,0.17534332,2.25E+12,0.026101823,1.93E+12,5.439375841,2.67E-08
600036,招商银行,2010,1,0.008055,3.13202E+11,0.142090783,2.33E+12,0.019064786,2.04E+12,6.670459306,1.28E-11
600036,招商银行,2010,2,0.008055,3.01679E+11,0.161130592,2.40E+12,0.020249404,2.12E+12,5.856942639,2.36E-09
600036,招商银行,2010,3,0.008055,2.94901E+11,0.117858432,2.46E+12,0.014128802,2.18E+12,7.98096207,7.26E-16
600036,招商银行,2010,4,0.0065625,3.00463E+11,0.156763315,2.52E+12,0.018686924,2.23E+12,6.068707372,6.45E-10
600036,招商银行,2011,1,0.0075,2.86549E+11,0.11815694,2.67E+12,0.012662175,2.41E+12,7.932491555,1.07E-15
600036,招商银行,2011,2,0.008125,3.0058E+11,0.104114607,2.74E+12,0.011408856,2.46E+12,8.968090067,1.51E-19
600036,招商银行,2011,3,0.00875,2.59922E+11,0.122631848,2.68E+12,0.011883333,2.44E+12,7.486597175,3.53E-14
600036,招商银行,2011,4,0.00875,2.53691E+11,0.116496854,2.83E+12,0.010443029,2.60E+12,7.817809979,2.69E-15
600036,招商银行,2012,1,0.00875,2.69964E+11,0.103125937,2.98E+12,0.009333803,2.74E+12,8.840535424,4.76E-19
600036,招商银行,2012,2,0.008125,2.51543E+11,0.084727749,3.32E+12,0.006412594,3.10E+12,10.62659554,1.12E-26
600036,招商银行,2012,3,0.0075,2.16619E+11,0.101444446,3.10E+12,0.00708649,2.91E+12,8.869491589,3.67E-19
600036,招商银行,2012,4,0.0075,2.30343E+11,0.135876104,3.36E+12,0.009308623,3.16E+12,6.606317132,1.97E-11
600036,招商银行,2013,1,0.0075,2.89516E+11,0.199212864,3.51E+12,0.016434363,3.24E+12,4.599468978,2.12E-06
600036,招商银行,2013,2,0.0075,2.7274E+11,0.170336679,3.78E+12,0.012276577,3.54E+12,5.301706026,5.74E-08
600036,招商银行,2013,3,0.0075,2.46613E+11,0.15233773,3.80E+12,0.009897287,3.58E+12,5.853147586,2.41E-09
600036,招商银行,2013,4,0.0075,2.70977E+11,0.140403375,3.94E+12,0.009656531,3.70E+12,6.396357986,7.96E-11
600036,招商银行,2014,1,0.0075,2.56638E+11,0.091022551,4.28E+12,0.005454176,4.06E+12,9.688732801,1.68E-22
600036,招商银行,2014,2,0.0075,2.54179E+11,0.075213484,4.88E+12,0.003913694,4.67E+12,11.47202675,9.12E-31
600036,招商银行,2014,3,0.0075,2.65786E+11,0.090139061,4.58E+12,0.005232809,4.35E+12,9.738834285,1.03E-22
601009,南京银行,2007,3,0.009,40035176448,0.230419546,1.09E+11,0.085010679,69098373120,4.272798082,9.65E-06
601009,南京银行,2007,4,0.01035,34474291200,0.181864291,98371633995,0.063734252,64562114560,5.392575288,3.47E-08
601009,南京银行,2008,1,0.01035,30717954048,0.231577411,1.05E+11,0.067806159,74964533248,4.209701766,1.28E-05
601009,南京银行,2008,2,0.01035,26004484096,0.272707164,1.02E+11,0.069540708,76764766208,3.555441619,0.000188672
601009,南京银行,2008,3,0.01035,18781511680,0.287866473,98927090507,0.054654903,80979460096,3.31942417,0.000451016
601009,南京银行,2008,4,0.008055,16352043008,0.320907205,95984444835,0.054685931,80276824064,2.992498497,0.00138352
601009,南京银行,2009,1,0.008055,20216832000,0.234849006,1.18E+11,0.040301599,98381905920,4.091810994,2.14E-05
601009,南京银行,2009,2,0.008055,26227605504,0.196484476,1.42E+11,0.036418082,1.16E+11,4.908547181,4.59E-07
601009,南京银行,2009,3,0.008055,32822747136,0.244468048,1.64E+11,0.048792684,1.33E+11,3.95783364,3.78E-05
601009,南京银行,2009,4,0.008055,33778163712,0.162990928,1.69E+11,0.032613797,1.36E+11,5.936951564,1.45E-09
601009,南京银行,2010,1,0.008055,31174737920,0.16742669,1.90E+11,0.027486305,1.60E+11,5.726829762,5.12E-09
601009,南京银行,2010,2,0.008055,26771599360,0.217774674,2.08E+11,0.028094641,1.82E+11,4.341170039,7.09E-06
601009,南京银行,2010,3,0.008055,26550560768,0.141112596,2.09E+11,0.017936449,1.84E+11,6.69295312,1.09E-11
601009,南京银行,2010,4,0.0065625,29915858944,0.185533747,2.29E+11,0.024235171,2.00E+11,5.153667657,1.28E-07
601009,南京银行,2011,1,0.0075,31412336640,0.137960434,2.49E+11,0.017388195,2.19E+11,6.870074173,3.21E-12
601009,南京银行,2011,2,0.008125,29830477824,0.114042982,2.71E+11,0.012562678,2.43E+11,8.190767414,1.30E-16
601009,南京银行,2011,3,0.00875,25263337472,0.12253432,2.65E+11,0.011688159,2.42E+11,7.480795135,3.69E-14
601009,南京银行,2011,4,0.00875,26607579136,0.134928942,2.81E+11,0.012764677,2.57E+11,6.787948708,5.69E-12
601009,南京银行,2012,1,0.00875,28048228352,0.120833553,3.07E+11,0.011024243,2.82E+11,7.551390481,2.15E-14
601009,南京银行,2012,2,0.008125,26472316928,0.121872164,3.32E+11,0.009731388,3.08E+11,7.433930665,5.27E-14
601009,南京银行,2012,3,0.0075,23737305088,0.09158688,3.24E+11,0.006703134,3.03E+11,9.877705817,2.60E-23
601009,南京银行,2012,4,0.0075,23797217280,0.143618345,3.35E+11,0.010209134,3.13E+11,6.277918835,1.72E-10
601009,南京银行,2013,1,0.0075,28687316992,0.189576894,3.85E+11,0.014137829,3.59E+11,4.782128882,8.67E-07
601009,南京银行,2013,2,0.0075,27132923904,0.12805669,4.02E+11,0.008641909,3.78E+11,6.996703041,1.31E-12
601009,南京银行,2013,3,0.0075,24367054848,0.132462278,4.15E+11,0.007773375,3.94E+11,6.637692739,1.59E-11
601009,南京银行,2013,4,0.0075,24621217792,0.086683363,4.23E+11,0.005042211,4.02E+11,10.1300515,2.03E-24
601009,南京银行,2014,1,0.0075,23313291264,0.108682156,4.90E+11,0.005173674,4.70E+11,7.815314043,2.74E-15
601009,南京银行,2014,2,0.0075,23393247232,0.061065894,4.97E+11,0.002872354,4.78E+11,13.87811779,4.30E-44
601009,南京银行,2014,3,0.0075,24570433536,0.082422525,5.25E+11,0.003855499,5.04E+11,10.27135606,4.74E-25
601166,兴业银行,2007,1,0.006975,1.24026E+11,0.283214301,7.66E+11,0.045864823,6.46E+11,3.402797904,0.000333498
601166,兴业银行,2007,2,0.00765,1.53835E+11,0.24792172,8.96E+11,0.042549211,7.48E+11,3.88400613,5.14E-05
601166,兴业银行,2007,3,0.009,2.41113E+11,0.257181406,1.02E+12,0.060731105,7.87E+11,3.774582756,8.01E-05
601166,兴业银行,2007,4,0.01035,2.87623E+11,0.243448213,1.06E+12,0.066000437,7.81E+11,3.992750206,3.27E-05
601166,兴业银行,2008,1,0.01035,2.1924E+11,0.340870142,1.00E+12,0.074495159,7.93E+11,2.82320702,0.002377293
601166,兴业银行,2008,2,0.01035,1.69249E+11,0.320589036,1.00E+12,0.054157125,8.42E+11,2.958624402,0.001545077
601166,兴业银行,2008,3,0.01035,1.12097E+11,0.319480538,9.43E+11,0.038001355,8.39E+11,2.887487054,0.001941663
601166,兴业银行,2008,4,0.008055,73105555456,0.370632589,1.00E+12,0.027070108,9.38E+11,2.413596346,0.007897976
601166,兴业银行,2009,1,0.008055,96111403008,0.246480361,1.10E+12,0.021577843,1.01E+12,3.71507915,0.00010157
601166,兴业银行,2009,2,0.008055,1.39077E+11,0.192726374,1.26E+12,0.021326788,1.13E+12,4.851447896,6.13E-07
601166,兴业银行,2009,3,0.008055,1.81873E+11,0.274253935,1.34E+12,0.03710199,1.17E+12,3.457604034,0.000272501
601166,兴业银行,2009,4,0.008055,1.9541E+11,0.188993543,1.42E+12,0.025981028,1.24E+12,5.02269271,2.55E-07
601166,兴业银行,2010,1,0.008055,1.74945E+11,0.167743236,1.56E+12,0.018816581,1.40E+12,5.579897384,1.20E-08
601166,兴业银行,2010,2,0.008055,1.48978E+11,0.223026365,1.73E+12,0.019191962,1.60E+12,4.09862945,2.08E-05
601166,兴业银行,2010,3,0.008055,1.51497E+11,0.15730989,1.82E+12,0.013067801,1.69E+12,5.789401078,3.53E-09
601166,兴业银行,2010,4,0.0065625,1.54535E+11,0.189690992,1.86E+12,0.015719319,1.72E+12,4.887588258,5.10E-07
601166,兴业银行,2011,1,0.0075,1.5998E+11,0.161502913,1.93E+12,0.013403009,1.78E+12,5.676772672,6.86E-09
601166,兴业银行,2011,2,0.008125,1.61214E+11,0.137999162,2.09E+12,0.010631476,1.95E+12,6.538184628,3.11E-11
601166,兴业银行,2011,3,0.00875,1.4279E+11,0.152769297,2.07E+12,0.010518493,1.95E+12,5.767826849,4.02E-09
601166,兴业银行,2011,4,0.00875,1.36865E+11,0.114198923,2.36E+12,0.00661915,2.24E+12,7.505884468,3.05E-14
601166,兴业银行,2012,1,0.00875,1.48529E+11,0.108563863,2.59E+12,0.006226732,2.46E+12,7.880722258,1.63E-15
601166,兴业银行,2012,2,0.008125,1.44662E+11,0.105931364,2.73E+12,0.005610684,2.61E+12,8.063058947,3.72E-16
601166,兴业银行,2012,3,0.0075,1.32781E+11,0.08424484,2.90E+12,0.00386383,2.78E+12,10.01114758,6.81E-24
601166,兴业银行,2012,4,0.0075,1.43028E+11,0.144082204,3.16E+12,0.00652369,3.04E+12,5.838753614,2.63E-09
601166,兴业银行,2013,1,0.0075,2.38299E+11,0.273207545,3.45E+12,0.018865834,3.24E+12,3.288455433,0.000503694
601166,兴业银行,2013,2,0.0075,2.21636E+11,0.180973977,3.54E+12,0.011335716,3.34E+12,4.903141604,4.72E-07
601166,兴业银行,2013,3,0.0075,1.97352E+11,0.212083682,3.57E+12,0.011732639,3.40E+12,4.10896778,1.99E-05
601166,兴业银行,2013,4,0.0075,2.07902E+11,0.148245707,3.62E+12,0.008520559,3.43E+12,5.912806768,1.68E-09
601166,兴业银行,2014,1,0.0075,1.78573E+11,0.141796142,3.67E+12,0.006904329,3.52E+12,6.015111358,8.99E-10
601166,兴业银行,2014,2,0.0075,1.89546E+11,0.12451835,3.82E+12,0.006177292,3.66E+12,6.872714754,3.15E-12
601166,兴业银行,2014,3,0.0075,1.96345E+11,0.105370522,3.86E+12,0.005366379,3.69E+12,8.158920923,1.69E-16
601169,北京银行,2007,3,0.009,1.39925E+11,0.408426911,4.13E+11,0.138423315,2.76E+11,2.402128694,0.008149986
601169,北京银行,2007,4,0.01035,1.29489E+11,0.180680543,4.47E+11,0.052339743,3.21E+11,5.393437781,3.46E-08
601169,北京银行,2008,1,0.01035,1.08785E+11,0.248992026,4.35E+11,0.062198622,3.30E+11,3.890702811,5.00E-05
601169,北京银行,2008,2,0.01035,93951442944,0.305016845,4.21E+11,0.068041646,3.31E+11,3.159390641,0.000790497
601169,北京银行,2008,3,0.01035,67763781632,0.313825369,4.28E+11,0.049724743,3.64E+11,3.009580159,0.001308045
601169,北京银行,2008,4,0.008055,53397884928,0.30725199,4.26E+11,0.038500905,3.76E+11,3.070082715,0.001069997
601169,北京银行,2009,1,0.008055,66321350656,0.193942711,4.62E+11,0.02786838,3.98E+11,4.907657889,4.61E-07
601169,北京银行,2009,2,0.008055,83587153920,0.17621018,5.14E+11,0.02867679,4.34E+11,5.438914586,2.68E-08
601169,北京银行,2009,3,0.008055,1.04389E+11,0.265640557,5.58E+11,0.049669529,4.58E+11,3.632048824,0.00014059
601169,北京银行,2009,4,0.008055,1.15041E+11,0.164920449,5.99E+11,0.031658713,4.88E+11,5.857108613,2.35E-09
601169,北京银行,2010,1,0.008055,1.02047E+11,0.167952716,6.15E+11,0.027870174,5.17E+11,5.712024535,5.58E-09
601169,北京银行,2010,2,0.008055,85507522560,0.21108903,6.77E+11,0.026653252,5.96E+11,4.472215053,3.87E-06
601169,北京银行,2010,3,0.008055,80601456640,0.139877215,7.14E+11,0.015786556,6.39E+11,6.694641143,1.08E-11
601169,北京银行,2010,4,0.0065625,78852161536,0.166374311,7.56E+11,0.01735179,6.82E+11,5.670670673,7.11E-09
601169,北京银行,2011,1,0.0075,73566830592,0.120379433,7.46E+11,0.01187792,6.77E+11,7.735806657,5.14E-15
601169,北京银行,2011,2,0.008125,69431189504,0.108700261,8.21E+11,0.009192018,7.58E+11,8.38714155,2.49E-17
601169,北京银行,2011,3,0.00875,59916808192,0.127232283,8.56E+11,0.008908999,8.03E+11,6.942251626,1.93E-12
601169,北京银行,2011,4,0.00875,60548509696,0.112383276,9.47E+11,0.007185669,8.94E+11,7.753276786,4.48E-15
601169,北京银行,2012,1,0.00875,63685857280,0.110263385,9.80E+11,0.00716496,9.24E+11,7.922317915,1.17E-15
601169,北京银行,2012,2,0.008125,72403689472,0.098527692,1.08E+12,0.006577417,1.02E+12,8.991911593,1.21E-19
601169,北京银行,2012,3,0.0075,64939311104,0.079884842,1.09E+12,0.004741876,1.04E+12,11.02465889,1.45E-28
